NAME,year,CountOfCAMPNAME,SumOfCPETALLC,SumOfCPETECOC,SumOfCPETLEPC,SumOfCPETBILC,SumOfCPETSPEC
Brooks Academy Of Science And Engineering,2008,1,451,231,16,6,16
Brooks Academy Of Science And Engineering,2009,1,602,327,9,1,22
Brooks Academy Of Science And Engineering,2010,1,686,391,46,0,27
Brooks Academy Of Science And Engineering,2011,1,638,261,13,0,28
Brooks Academy Of Science And Engineering,2012,1,1018,701,16,16,38
Brooks Academy Of Science And Engineering,2013,1,1208,796,50,40,54
Brooks Academy Of Science And Engineering,2014,1,1509,874,111,95,69
Brooks Academy Of Science And Engineering,2015,3,1776,1226,125,112,72
Brooks Academy Of Science And Engineering,2016,3,1785,1148,152,139,78
Brooks Academy Of Science And Engineering,2017,4,1961,1326,132,128,107
Brooks Academy Of Science And Engineering,2018,4,2898,2003,199,195,165
Burnham Wood Charter School District,1999,1,92,22,0,0,5
Burnham Wood Charter School District,2000,1,115,39,0,0,4
Burnham Wood Charter School District,2001,1,169,48,3,0,10
Burnham Wood Charter School District,2002,2,195,60,47,0,9
Burnham Wood Charter School District,2003,2,250,73,82,77,21
Burnham Wood Charter School District,2004,1,220,94,43,43,23
Burnham Wood Charter School District,2005,1,217,85,25,25,27
Burnham Wood Charter School District,2006,1,261,112,32,31,36
Burnham Wood Charter School District,2007,2,393,172,34,25,46
Burnham Wood Charter School District,2008,2,590,259,111,90,66
Burnham Wood Charter School District,2009,2,685,327,128,128,60
Burnham Wood Charter School District,2010,2,782,417,114,114,44
Burnham Wood Charter School District,2011,2,892,455,165,140,47
Burnham Wood Charter School District,2012,2,871,403,153,117,47
Burnham Wood Charter School District,2013,2,856,406,160,126,38
Burnham Wood Charter School District,2014,2,914,419,152,129,38
Burnham Wood Charter School District,2015,2,968,495,222,197,39
Burnham Wood Charter School District,2016,2,1031,535,269,236,46
Burnham Wood Charter School District,2017,2,963,394,273,237,52
Burnham Wood Charter School District,2018,2,830,279,247,205,44
C O R E Academy,2014,1,74,70,0,0,10
C O R E Academy,2015,1,343,303,3,3,40
C O R E Academy,2016,1,509,451,3,3,44
C O R E Academy,2017,1,478,443,3,3,42
Calvin Nelms Charter Schools,2000,1,53,0,0,0,0
Calvin Nelms Charter Schools,2001,1,168,2,10,10,8
Calvin Nelms Charter Schools,2002,1,150,24,4,0,14
Calvin Nelms Charter Schools,2003,2,157,32,1,0,8
Calvin Nelms Charter Schools,2004,2,145,37,1,0,15
Calvin Nelms Charter Schools,2005,3,171,57,0,0,34
Calvin Nelms Charter Schools,2006,4,181,58,0,0,26
Calvin Nelms Charter Schools,2007,4,274,60,0,0,34
Calvin Nelms Charter Schools,2008,5,335,59,0,0,27
Calvin Nelms Charter Schools,2009,5,280,63,0,0,32
Calvin Nelms Charter Schools,2010,3,297,91,0,0,27
Calvin Nelms Charter Schools,2011,3,260,71,0,0,25
Calvin Nelms Charter Schools,2012,3,247,54,2,2,28
Calvin Nelms Charter Schools,2013,2,253,74,2,2,26
Calvin Nelms Charter Schools,2014,2,284,85,7,7,29
Calvin Nelms Charter Schools,2015,2,303,84,5,5,23
Calvin Nelms Charter Schools,2016,2,307,116,7,7,21
Calvin Nelms Charter Schools,2017,2,319,141,10,8,18
Calvin Nelms Charter Schools,2018,2,311,142,10,10,20
Career Plus Learning Academy,2000,1,23,20,1,1,8
Career Plus Learning Academy,2001,1,15,12,0,0,3
Career Plus Learning Academy,2002,1,29,29,0,0,9
Career Plus Learning Academy,2003,1,35,35,0,0,11
Career Plus Learning Academy,2004,1,46,46,0,0,6
Career Plus Learning Academy,2005,1,43,43,0,0,15
Career Plus Learning Academy,2006,1,92,92,0,0,19
Carpe Diem Schools,2016,1,244,150,6,0,40
Carpe Diem Schools,2017,1,262,163,0,0,29
Carpe Diem Schools,2018,1,226,134,3,0,25
Cedars International Academy,2002,1,48,0,0,0,1
Cedars International Academy,2003,1,98,42,0,0,8
Cedars International Academy,2004,1,130,65,0,0,12
Cedars International Academy,2005,1,154,78,3,3,10
Cedars International Academy,2006,1,155,95,5,5,19
Cedars International Academy,2007,1,188,123,7,7,27
Cedars International Academy,2008,1,160,112,11,10,23
Cedars International Academy,2009,1,182,129,22,22,25
Cedars International Academy,2010,1,217,203,39,39,22
Cedars International Academy,2011,1,221,193,40,38,17
Cedars International Academy,2012,1,250,205,58,56,13
Cedars International Academy,2013,1,308,252,102,99,18
Cedars International Academy,2014,1,353,330,120,119,17
Cedars International Academy,2015,1,392,325,127,126,15
Cedars International Academy,2016,1,390,352,174,173,21
Cedars International Academy,2017,2,455,322,193,193,36
Cedars International Academy,2018,2,501,445,205,205,44
Chaparral Star Academy,1999,1,30,0,0,0,0
Chaparral Star Academy,2000,1,90,0,0,0,8
Chaparral Star Academy,2001,1,140,0,0,0,11
Chaparral Star Academy,2002,1,142,0,0,0,11
Chaparral Star Academy,2003,1,178,0,0,0,9
Chaparral Star Academy,2004,1,191,0,0,0,10
Chaparral Star Academy,2005,1,207,0,0,0,10
Chaparral Star Academy,2006,1,252,0,0,0,7
Chaparral Star Academy,2007,1,301,0,0,0,7
Chaparral Star Academy,2008,1,315,0,0,0,7
Chaparral Star Academy,2009,1,303,0,0,0,6
Chaparral Star Academy,2010,1,304,0,0,0,5
Chaparral Star Academy,2011,1,346,4,0,0,4
Chaparral Star Academy,2012,1,343,4,0,0,3
Chaparral Star Academy,2013,1,365,1,0,0,10
Chaparral Star Academy,2014,1,360,2,0,0,6
Chaparral Star Academy,2015,1,358,0,0,0,9
Chaparral Star Academy,2016,1,357,0,11,10,16
Chaparral Star Academy,2017,1,378,0,21,21,13
Chaparral Star Academy,2018,1,381,0,22,18,10
Chapel Hill Academy,2009,1,127,71,3,3,8
Chapel Hill Academy,2010,1,268,177,6,6,13
Chapel Hill Academy,2011,1,344,213,11,11,15
Chapel Hill Academy,2012,1,407,247,15,15,25
Chapel Hill Academy,2013,1,488,314,21,21,38
Chapel Hill Academy,2014,1,502,312,26,26,40
Chapel Hill Academy,2015,1,507,319,27,25,38
Chapel Hill Academy,2016,1,506,322,29,26,30
Chapel Hill Academy,2017,1,518,308,34,31,34
Chapel Hill Academy,2018,1,510,310,37,33,41
Children First Academy,2000,2,353,0,0,0,0
Children First Academy,2001,2,622,109,0,0,16
Children First Academy,2002,2,743,694,0,0,29
Children First Academy,2003,2,749,745,0,0,26
Children First Academy,2004,2,732,717,0,0,21
Children First Academy,2005,2,833,815,0,0,55
Children First Academy,2006,2,756,748,0,0,59
Children First Academy,2007,2,763,756,0,0,52
Children First Academy,2008,2,731,710,0,0,37
Children First Academy,2009,2,753,744,0,0,50
Children First Academy,2010,2,750,743,0,0,53
Children First Academy,2011,2,878,845,0,0,49
Children First Academy,2012,2,888,878,0,0,59
Children First Academy,2013,2,904,884,0,0,44
Children First Academy,2015,2,716,706,0,0,1
Children First Academy,2016,2,783,783,0,0,15
Children Of The Sun Charter School,2003,2,70,70,0,0,10
Children Of The Sun Charter School,2004,2,160,157,0,0,23
City Center Health Careers,2010,1,67,42,5,4,2
City Center Health Careers,2011,1,123,73,10,9,6
City Center Health Careers,2012,1,145,95,8,8,14
City Center Health Careers,2013,1,124,104,6,6,6
City Center Health Careers,2014,1,144,131,28,28,9
City Center Health Careers,2015,1,111,97,32,32,10
Cityscape Schools,2009,1,128,116,73,72,2
Cityscape Schools,2010,1,160,151,99,100,4
Cityscape Schools,2011,1,191,178,115,114,5
Cityscape Schools,2012,1,221,210,122,121,7
Cityscape Schools,2013,1,201,196,118,125,5
Cityscape Schools,2014,1,203,198,112,117,9
Cityscape Schools,2015,1,392,376,209,195,12
Cityscape Schools,2016,1,520,498,250,238,29
Cityscape Schools,2017,1,620,583,334,325,26
Cityscape Schools,2018,1,740,662,394,338,41
Coastal Bend Youth City,1999,1,40,40,0,0,40
Coastal Bend Youth City,2000,1,46,45,0,0,30
Coastal Bend Youth City,2001,1,48,48,2,1,26
Coastal Bend Youth City,2002,1,56,56,1,1,38
Coastal Bend Youth City,2003,1,50,50,0,0,33
Coastal Bend Youth City,2004,1,53,53,0,0,28
Coastal Bend Youth City,2005,1,20,20,0,0,11
Compass Academy Charter School,2012,1,250,52,0,0,8
Compass Academy Charter School,2013,1,373,113,2,2,15
Compass Academy Charter School,2014,1,465,135,2,2,19
Compass Academy Charter School,2015,1,575,143,2,2,35
Compass Academy Charter School,2016,1,673,143,0,0,45
Compass Academy Charter School,2017,1,778,130,4,4,54
Compass Academy Charter School,2018,1,1025,180,3,3,66
Compass Rose Academy,2018,1,90,71,12,10,10
Comquest Academy,2000,1,71,37,0,0,7
Comquest Academy,2001,1,57,0,0,0,5
Comquest Academy,2002,1,68,1,0,0,3
Comquest Academy,2003,1,69,16,0,0,4
Comquest Academy,2004,1,83,35,0,0,2
Comquest Academy,2005,1,85,25,0,0,1
Comquest Academy,2006,1,84,54,2,2,1
Comquest Academy,2007,1,125,82,2,10,3
Comquest Academy,2008,1,88,61,0,0,4
Comquest Academy,2009,1,82,57,0,0,4
Comquest Academy,2010,1,75,56,0,0,0
Comquest Academy,2011,1,83,57,1,1,7
Comquest Academy,2012,1,74,56,2,2,1
Comquest Academy,2013,1,64,42,0,0,3
Comquest Academy,2014,1,79,38,7,7,6
Comquest Academy,2015,1,60,39,3,3,2
Comquest Academy,2016,1,83,55,6,6,5
Comquest Academy,2017,1,83,56,15,12,3
Comquest Academy,2018,1,75,51,23,17,4
Corpus Christi Montessori School,2006,1,57,7,0,0,3
Corpus Christi Montessori School,2007,1,83,5,1,1,7
Corpus Christi Montessori School,2008,1,115,6,0,0,13
Corpus Christi Montessori School,2009,1,153,26,0,0,18
Corpus Christi Montessori School,2010,1,169,20,0,0,15
Corpus Christi Montessori School,2011,1,181,14,0,0,13
Corpus Christi Montessori School,2012,1,175,0,0,0,13
Corpus Christi Montessori School,2013,1,165,23,0,0,8
Corpus Christi Montessori School,2014,1,153,19,8,7,4
Corpus Christi Montessori School,2015,1,163,37,7,6,8
Corpus Christi Montessori School,2016,1,168,33,5,5,16
Corpus Christi Montessori School,2017,1,168,31,4,4,12
Corpus Christi Montessori School,2018,1,145,25,4,4,12
crossroads Community Ed Ctr Charter,2001,1,62,51,0,0,0
crossroads Community Ed Ctr Charter,2002,1,119,62,0,0,0
crossroads Community Ed Ctr Charter,2003,1,148,100,0,0,15
crossroads Community Ed Ctr Charter,2004,1,107,77,0,0,9
crossroads Community Ed Ctr Charter,2005,1,93,92,0,0,15
crossroads Community Ed Ctr Charter,2006,1,113,111,0,0,10
Crosstimbers Academy,2007,1,110,56,0,0,13
Crosstimbers Academy,2008,1,144,60,0,0,16
Crosstimbers Academy,2009,1,136,63,0,1,18
Crosstimbers Academy,2010,1,149,74,0,0,20
Crosstimbers Academy,2011,1,140,69,0,0,21
Crosstimbers Academy,2012,1,132,65,0,0,9
Crosstimbers Academy,2013,1,118,56,0,0,7
Crosstimbers Academy,2014,1,117,57,0,0,12
Crosstimbers Academy,2015,1,90,41,0,0,7
Crosstimbers Academy,2016,1,98,47,0,0,9
Crosstimbers Academy,2017,1,86,47,0,0,8
Crosstimbers Academy,2018,1,109,59,0,0,10
Cumberland Academy,1999,1,82,9,0,0,25
Cumberland Academy,2000,1,84,12,0,0,37
Cumberland Academy,2001,1,118,7,0,0,48
Cumberland Academy,2002,1,309,40,0,0,85
Cumberland Academy,2003,1,186,15,0,0,37
Cumberland Academy,2004,1,222,105,0,0,53
Cumberland Academy,2005,1,193,98,0,0,37
Cumberland Academy,2006,1,205,110,0,0,41
Cumberland Academy,2007,1,223,104,0,0,36
Cumberland Academy,2008,1,237,107,0,0,30
Cumberland Academy,2009,1,222,115,0,0,20
Cumberland Academy,2010,1,241,140,0,0,35
Cumberland Academy,2011,1,387,143,0,0,37
Cumberland Academy,2012,1,440,172,0,0,38
Cumberland Academy,2013,1,483,170,0,0,34
Cumberland Academy,2014,2,852,300,28,0,58
Cumberland Academy,2015,2,1030,397,71,58,63
Cumberland Academy,2016,3,1161,470,90,83,67
Cumberland Academy,2017,3,1466,478,114,90,106
Cumberland Academy,2018,4,1774,668,158,126,128
Dr M L Garza-Gonzalez Charter School,1997,1,148,147,0,0,0
Dr M L Garza-Gonzalez Charter School,1998,1,182,28,0,0,8
Dr M L Garza-Gonzalez Charter School,1999,1,184,137,0,0,18
Dr M L Garza-Gonzalez Charter School,2000,2,212,163,0,0,16
Dr M L Garza-Gonzalez Charter School,2001,2,213,162,0,0,7
Dr M L Garza-Gonzalez Charter School,2002,2,307,234,0,0,18
Dr M L Garza-Gonzalez Charter School,2003,1,261,252,1,13,32
Dr M L Garza-Gonzalez Charter School,2004,1,257,198,18,18,37
Dr M L Garza-Gonzalez Charter School,2005,2,205,177,5,5,27
Dr M L Garza-Gonzalez Charter School,2006,1,200,179,0,0,15
Dr M L Garza-Gonzalez Charter School,2007,3,252,234,0,1,12
Dr M L Garza-Gonzalez Charter School,2008,3,268,249,49,49,6
Dr M L Garza-Gonzalez Charter School,2009,3,270,268,31,31,19
Dr M L Garza-Gonzalez Charter School,2010,3,282,278,73,73,22
Dr M L Garza-Gonzalez Charter School,2011,3,260,246,134,134,22
Dr M L Garza-Gonzalez Charter School,2012,3,213,191,94,94,12
Dr M L Garza-Gonzalez Charter School,2013,3,228,208,93,93,5
Dr M L Garza-Gonzalez Charter School,2014,3,211,196,77,76,4
Dr M L Garza-Gonzalez Charter School,2015,3,185,155,56,56,1
Dr M L Garza-Gonzalez Charter School,2016,3,169,158,41,41,0
Dr M L Garza-Gonzalez Charter School,2017,2,152,146,38,38,2
Dr M L Garza-Gonzalez Charter School,2018,1,171,164,34,34,3
Draw Academy,2005,1,244,244,190,190,11
Draw Academy,2006,1,246,246,202,203,25
Draw Academy,2007,1,221,221,198,198,22
Draw Academy,2008,1,245,244,204,204,25
Draw Academy,2009,1,264,264,195,195,16
Draw Academy,2010,1,280,279,207,207,13
Draw Academy,2011,1,293,293,219,219,12
Draw Academy,2012,2,422,422,254,254,12
Draw Academy,2013,2,477,476,332,332,10
Draw Academy,2014,2,458,458,362,361,8
Draw Academy,2015,2,542,542,422,420,9
Draw Academy,2016,3,698,688,508,505,11
Draw Academy,2017,3,660,627,513,511,8
Draw Academy,2018,3,653,634,572,568,12
Eagle Academies of Texas,2000,14,686,0,0,0,0
Eagle Academies of Texas,2001,14,1855,6,0,0,139
Eagle Academies of Texas,2002,14,1943,523,296,296,247
Eagle Academies of Texas,2003,15,2307,1203,728,728,323
Eagle Academies of Texas,2004,17,2472,1538,630,630,431
Eagle Academies of Texas,2005,18,2479,1297,763,763,442
Eagle Academies of Texas,2006,16,2244,1247,741,741,306
Eagle Academies of Texas,2007,17,2420,1381,756,756,321
Eagle Academies of Texas,2008,22,2681,1718,821,821,266
Eagle Academies of Texas,2009,21,3110,2000,982,982,279
Eagle Academies of Texas,2010,21,3163,2061,1052,1052,287
Eagle Academies of Texas,2011,21,4334,2930,1177,1177,359
Eagle Academies of Texas,2012,6,5092,2145,6,6,309
Eagle Academies of Texas,2013,6,6519,3315,81,81,374
Eagle Academies of Texas,2014,6,7331,3308,198,198,636
Eagle Academies of Texas,2015,6,7911,3354,174,174,692
Eagle Academies of Texas,2016,6,4621,2433,297,297,402
Eagle Academies of Texas,2017,6,4860,2541,328,318,472
Eagle Academies of Texas,2018,5,3586,1685,177,172,398
Eagle Project,2000,1,56,1,0,0,0
Eagle Project,2001,1,121,1,0,0,13
Eagle Project,2002,2,176,79,2,2,24
Eagle Project,2003,1,119,78,22,22,13
East Fort Worth Montessori Academy,2004,1,200,182,16,15,12
East Fort Worth Montessori Academy,2005,1,218,204,19,19,14
East Fort Worth Montessori Academy,2006,1,222,205,48,48,4
East Fort Worth Montessori Academy,2007,1,247,208,73,77,6
East Fort Worth Montessori Academy,2008,1,295,249,75,75,7
East Fort Worth Montessori Academy,2009,1,306,279,85,85,14
East Fort Worth Montessori Academy,2010,1,306,287,84,84,12
East Fort Worth Montessori Academy,2011,1,355,319,86,86,13
East Fort Worth Montessori Academy,2012,1,357,312,111,109,10
East Fort Worth Montessori Academy,2013,2,549,426,148,145,12
East Fort Worth Montessori Academy,2014,2,532,437,179,178,22
East Fort Worth Montessori Academy,2015,2,492,409,159,159,19
East Fort Worth Montessori Academy,2016,2,497,379,162,161,18
East Fort Worth Montessori Academy,2017,2,520,387,181,178,17
East Fort Worth Montessori Academy,2018,2,377,276,117,117,14
East Texas Charter Schools,2000,1,52,27,0,0,0
East Texas Charter Schools,2001,1,144,18,1,1,4
East Texas Charter Schools,2002,1,143,19,1,1,7
East Texas Charter Schools,2003,2,170,33,0,0,17
East Texas Charter Schools,2004,1,140,29,0,0,7
East Texas Charter Schools,2005,1,139,34,0,0,11
East Texas Charter Schools,2006,1,135,45,0,0,13
East Texas Charter Schools,2007,1,168,62,0,0,17
East Texas Charter Schools,2008,1,162,54,0,0,27
East Texas Charter Schools,2009,1,155,50,0,0,26
East Texas Charter Schools,2010,1,157,49,0,0,21
East Texas Charter Schools,2011,1,157,50,0,0,14
East Texas Charter Schools,2012,1,165,58,0,0,15
East Texas Charter Schools,2013,1,167,42,0,0,12
East Texas Charter Schools,2014,1,173,51,0,0,10
East Texas Charter Schools,2015,1,174,41,0,0,11
East Texas Charter Schools,2016,1,167,40,0,0,12
East Texas Charter Schools,2017,1,148,34,0,0,10
East Texas Charter Schools,2018,1,140,42,0,0,13
Education Center International,2002,3,234,11,7,1,42
Education Center International,2003,3,347,47,3,1,69
Education Center International,2004,3,332,61,4,4,61
Education Center International,2005,3,370,123,19,19,77
Education Center International,2006,3,417,142,14,13,64
Education Center International,2007,3,432,128,35,34,63
Education Center International,2008,6,807,219,41,39,105
Education Center International,2009,7,944,253,27,26,110
Education Center International,2010,7,962,372,11,11,103
Education Center International,2011,7,881,389,42,42,119
Education Center International,2012,6,793,342,27,27,100
Education Center International,2013,6,786,429,50,47,122
Education Center International,2014,6,1026,486,126,114,118
Education Center International,2015,6,879,451,165,158,88
Education Center International,2016,5,761,436,134,125,73
Education Center International,2017,6,810,463,134,129,87
Education Center International,2018,6,1052,647,162,161,106
Ehrhart School,2002,1,127,49,0,0,21
Ehrhart School,2003,1,237,126,0,0,24
Ehrhart School,2004,1,161,128,0,1,24
Ehrhart School,2005,1,226,187,0,0,30
Ehrhart School,2006,1,227,190,0,0,23
Ehrhart School,2007,1,199,170,0,0,15
Ehrhart School,2008,1,186,156,0,0,13
Ehrhart School,2009,1,197,174,6,6,13
Ehrhart School,2010,1,214,189,21,21,11
Ehrhart School,2011,1,202,179,26,26,10
Ehrhart School,2012,1,228,193,34,34,14
Ehrhart School,2013,1,251,216,45,45,14
Ehrhart School,2014,1,274,241,68,67,12
Ehrhart School,2015,1,286,242,79,79,11
Ehrhart School,2016,1,366,303,118,118,14
Ehrhart School,2017,1,357,293,156,156,12
Ehrhart School,2018,1,387,319,194,193,17
El Paso Academy,2001,1,99,99,29,29,0
El Paso Academy,2002,1,340,241,172,0,20
El Paso Academy,2003,1,421,310,164,12,33
El Paso Academy,2004,1,559,383,102,18,39
El Paso Academy,2005,2,501,316,17,6,59
El Paso Academy,2006,2,458,319,24,17,30
El Paso Academy,2007,2,463,302,24,22,40
El Paso Academy,2008,2,462,322,28,23,37
El Paso Academy,2009,2,440,304,7,7,35
El Paso Academy,2010,2,462,312,44,43,34
El Paso Academy,2011,2,449,294,37,31,40
El Paso Academy,2012,2,400,282,23,18,22
El Paso Academy,2013,2,479,338,34,31,31
El Paso Academy,2014,2,417,285,33,29,30
El Paso Academy,2015,2,456,243,47,42,36
El Paso Academy,2016,2,362,270,34,31,27
El Paso Academy,2017,2,381,275,22,22,24
El Paso Academy,2018,2,453,274,30,28,40
El Paso Leadership Academy,2015,1,77,56,12,11,8
El Paso Leadership Academy,2016,1,181,136,17,5,17
El Paso Leadership Academy,2017,1,245,195,48,48,20
El Paso Leadership Academy,2018,1,192,169,43,41,19
El Paso School Of Excellence,2001,1,185,150,50,0,6
El Paso School Of Excellence,2002,2,394,241,90,78,18
El Paso School Of Excellence,2003,2,458,373,128,113,22
El Paso School Of Excellence,2004,2,497,277,188,129,26
El Paso School Of Excellence,2005,2,549,511,220,167,30
El Paso School Of Excellence,2006,2,449,421,134,152,18
El Paso School Of Excellence,2007,2,489,456,222,175,29
El Paso School Of Excellence,2008,2,491,472,142,103,20
El Paso School Of Excellence,2009,2,443,390,260,256,22
El Paso School Of Excellence,2010,2,456,406,212,181,24
Eleanor Kolitz Hebrew Language Academy,2014,1,196,22,5,5,5
Eleanor Kolitz Hebrew Language Academy,2015,1,258,49,8,7,7
Eleanor Kolitz Hebrew Language Academy,2016,1,280,40,10,10,6
Eleanor Kolitz Hebrew Language Academy,2017,1,295,39,6,6,8
Eleanor Kolitz Hebrew Language Academy,2018,1,319,36,14,14,15
Encino School,1999,1,61,53,9,9,1
Encino School,2000,1,70,64,12,12,0
Encino School,2001,1,69,64,12,12,2
Encino School,2002,1,67,63,9,9,1
Encino School,2003,1,62,45,8,8,2
Encino School,2004,1,52,44,10,10,5
Encino School,2005,1,57,45,6,6,6
Encino School,2006,1,70,47,7,7,6
Encino School,2007,1,73,58,11,11,8
Encino School,2008,1,61,46,10,11,8
Encino School,2009,1,49,34,6,7,5
Encino School,2010,1,40,29,4,8,1
Encino School,2011,1,32,26,2,4,1
Erath Excels Academy,2007,1,135,70,2,2,21
Erath Excels Academy,2008,1,85,50,0,0,20
Erath Excels Academy,2009,2,155,117,0,0,46
Erath Excels Academy,2010,2,158,136,0,0,35
Erath Excels Academy,2011,2,162,125,5,5,28
Erath Excels Academy,2012,2,170,146,6,5,24
Erath Excels Academy,2013,2,168,151,9,9,24
Erath Excels Academy,2014,2,208,181,14,14,25
Erath Excels Academy,2015,2,193,146,8,8,25
Erath Excels Academy,2016,2,159,134,7,7,15
Erath Excels Academy,2017,2,136,119,11,10,14
Erath Excels Academy,2018,2,115,92,9,9,15
Evolution Academy Charter School,2003,1,238,88,2,2,23
Evolution Academy Charter School,2004,1,274,72,6,6,42
Evolution Academy Charter School,2005,1,337,129,10,11,46
Evolution Academy Charter School,2006,1,352,169,32,32,42
Evolution Academy Charter School,2007,1,347,123,21,20,35
Evolution Academy Charter School,2008,1,359,102,30,9,44
Evolution Academy Charter School,2009,1,405,185,25,23,43
Evolution Academy Charter School,2010,1,379,135,27,27,65
Evolution Academy Charter School,2011,1,420,180,26,24,73
Evolution Academy Charter School,2012,1,483,279,27,19,78
Evolution Academy Charter School,2013,1,421,277,27,12,64
Evolution Academy Charter School,2014,2,536,371,25,24,66
Evolution Academy Charter School,2015,3,794,433,28,25,82
Evolution Academy Charter School,2016,3,795,457,42,34,77
Evolution Academy Charter School,2017,3,802,461,58,57,77
Evolution Academy Charter School,2018,3,809,566,51,51,89
Excel Academy,1999,1,596,596,25,24,80
Excel Academy,2000,6,612,612,44,44,118
Excel Academy,2001,6,665,665,54,54,99
Excel Academy,2002,6,686,631,79,71,137
Excel Academy,2003,6,649,648,46,46,127
Excel Academy,2004,6,580,580,71,71,97
Excel Academy,2005,6,667,667,89,90,109
Excel Academy,2006,6,732,732,110,107,103
Excel Academy,2007,5,698,698,81,81,66
Excel Academy,2008,5,682,682,38,38,94
Excel Academy,2009,6,602,602,55,55,107
Excel Academy,2010,5,529,529,56,55,94
Excel Academy,2011,4,487,487,57,55,113
Excel Academy,2012,4,418,416,57,57,88
Excel Academy,2013,4,441,441,70,69,83
Excel Academy,2014,4,429,429,62,62,70
Excel Academy,2015,4,476,476,41,41,71
Excel Academy,2016,5,526,526,67,66,72
Excel Academy,2017,5,565,565,63,58,97
Excel Academy,2018,5,478,478,30,30,60
Excellence In Leadership Academy,2013,1,59,53,40,39,3
Excellence In Leadership Academy,2014,1,133,112,63,60,7
Excellence In Leadership Academy,2015,1,185,159,130,130,11
Excellence In Leadership Academy,2016,1,201,178,147,147,16
Excellence In Leadership Academy,2017,1,239,225,157,156,19
Excellence In Leadership Academy,2018,1,231,195,153,149,20
Faith Family Academy Of Oak Cliff,2000,1,398,268,0,0,12
Faith Family Academy Of Oak Cliff,2001,1,745,552,0,0,20
Faith Family Academy Of Oak Cliff,2002,1,844,563,19,12,22
Faith Family Academy Of Oak Cliff,2003,1,1018,848,16,10,50
Faith Family Academy Of Oak Cliff,2004,1,1006,861,41,41,85
Faith Family Academy Of Oak Cliff,2005,1,1006,925,95,89,75
Faith Family Academy Of Oak Cliff,2006,1,1170,1069,172,169,91
Faith Family Academy Of Oak Cliff,2007,1,1333,1117,141,237,107
Faith Family Academy Of Oak Cliff,2008,1,1233,1227,357,326,88
Faith Family Academy Of Oak Cliff,2009,3,1310,1199,519,475,80
Faith Family Academy Of Oak Cliff,2010,3,1262,1250,575,534,106
Faith Family Academy Of Oak Cliff,2011,3,1344,1294,632,611,93
Faith Family Academy Of Oak Cliff,2012,3,1757,1646,855,834,104
Faith Family Academy Of Oak Cliff,2013,3,2041,1937,988,960,107
Faith Family Academy Of Oak Cliff,2014,3,2182,2095,1117,1103,104
Faith Family Academy Of Oak Cliff,2015,3,2390,2280,1291,1271,107
Fallbrook College Preparatory Academy,2013,1,352,200,0,0,13
Fallbrook College Preparatory Academy,2014,1,642,368,0,0,28
Fallbrook College Preparatory Academy,2015,1,556,371,0,0,30
Fallbrook College Preparatory Academy,2016,1,491,358,11,11,21
Focus Learning Academy,2000,1,117,1,0,0,28
Focus Learning Academy,2001,1,195,1,0,0,72
Focus Learning Academy,2002,1,381,190,0,0,149
Focus Learning Academy,2003,1,388,221,0,0,151
Focus Learning Academy,2004,1,500,162,0,0,161
Focus Learning Academy,2005,1,430,172,0,0,130
Focus Learning Academy,2006,1,421,162,0,0,98
Focus Learning Academy,2007,1,381,219,0,0,83
Focus Learning Academy,2008,1,325,281,0,0,75
Focus Learning Academy,2009,1,412,352,31,31,86
Focus Learning Academy,2010,1,552,487,18,18,170
Focus Learning Academy,2011,1,719,589,19,18,174
Focus Learning Academy,2012,1,902,718,11,10,216
Focus Learning Academy,2013,1,920,761,12,11,173
Focus Learning Academy,2014,1,888,732,10,9,140
Focus Learning Academy,2015,1,885,883,8,8,132
Focus Learning Academy,2016,1,1155,1155,44,14,158
Focus Learning Academy,2017,1,1018,1004,24,10,142
Fort Worth Academy Of Fine Arts,2002,1,123,0,0,0,5
Fort Worth Academy Of Fine Arts,2003,1,256,43,0,0,11
Fort Worth Academy Of Fine Arts,2004,1,321,63,2,0,18
Fort Worth Academy Of Fine Arts,2005,1,345,66,2,0,22
Fort Worth Academy Of Fine Arts,2006,1,356,59,0,0,30
Fort Worth Academy Of Fine Arts,2007,2,368,59,0,0,36
Fort Worth Academy Of Fine Arts,2008,2,374,52,2,2,23
Fort Worth Academy Of Fine Arts,2009,2,385,48,2,2,19
Fort Worth Academy Of Fine Arts,2010,2,417,64,2,3,25
Fort Worth Academy Of Fine Arts,2011,2,482,58,3,3,21
Fort Worth Academy Of Fine Arts,2012,2,505,59,4,4,19
Fort Worth Academy Of Fine Arts,2013,2,521,99,3,3,17
Fort Worth Academy Of Fine Arts,2014,2,523,74,1,1,14
Fort Worth Academy Of Fine Arts,2015,2,517,78,0,0,13
Fort Worth Academy Of Fine Arts,2016,2,516,73,0,0,12
Fort Worth Academy Of Fine Arts,2017,2,569,56,9,0,17
Fort Worth Academy Of Fine Arts,2018,2,570,55,6,6,19
Fort Worth Can Academy,2001,1,201,123,0,0,7
Fort Worth Can Academy,2002,2,356,259,0,0,29
Fort Worth Can Academy,2003,2,503,413,64,50,43
Fort Worth Can Academy,2004,2,712,539,89,71,97
Fort Worth Can Academy,2005,2,661,552,90,74,89
Fort Worth Can Academy,2006,2,619,437,91,54,77
Fort Worth Can Academy,2007,2,620,497,97,87,60
Fort Worth Can Academy,2008,2,838,624,114,91,94
